0 0
0.010101 0.00606061
0.020202 0.0121212
0.030303 0.0181818
0.040404 0.0242424
0.0505051 0.030303
0.0606061 0.0363636
0.0707071 0.0424242
0.0808081 0.0484848
0.0909091 0.0545455
0.10101 0.0606061
0.111111 0.0666667
0.121212 0.0727273
0.131313 0.0787879
0.141414 0.0848485
0.151515 0.0909091
0.161616 0.0969697
0.171717 0.10303
0.181818 0.109091
0.191919 0.115152
0.20202 0.121212
0.212121 0.127273
0.222222 0.133333
0.232323 0.139394
0.242424 0.145455
0.252525 0.151515
0.262626 0.157576
0.272727 0.163636
0.282828 0.169697
0.292929 0.175758
0.30303 0.181818
0.313131 0.187879
0.323232 0.193939
0.333333 0.2
0.343434 0.206061
0.353535 0.212121
0.363636 0.218182
0.373737 0.224242
0.383838 0.230303
0.393939 0.236364
0.40404 0.242424
0.414141 0.248485
0.424242 0.254545
0.434343 0.260606
0.444444 0.266667
0.454545 0.272727
0.464646 0.278788
0.474747 0.284848
0.484848 0.290909
0.494949 0.29697
0.505051 0.30303
0.515152 0.309091
0.525253 0.315152
0.535354 0.321212
0.545455 0.327273
0.555556 0.333333
0.565657 0.339394
0.575758 0.345455
0.585859 0.351515
0.59596 0.357576
0.606061 0.363636
0.616162 0.369697
0.626263 0.375758
0.636364 0.381818
0.646465 0.387879
0.656566 0.393939
0.666667 0.4
0.676768 0.406061
0.686869 0.412121
0.69697 0.418182
0.707071 0.424242
0.717172 0.430303
0.727273 0.436364
0.737374 0.442424
0.747475 0.448485
0.757576 0.454545
0.767677 0.460606
0.777778 0.466667
0.787879 0.472727
0.79798 0.478788
0.808081 0.484848
0.818182 0.490909
0.828283 0.49697
0.838384 0.50303
0.848485 0.509091
0.858586 0.515152
0.868687 0.521212
0.878788 0.527273
0.888889 0.533333
0.89899 0.539394
0.909091 0.545455
0.919192 0.551515
0.929293 0.557576
0.939394 0.563636
0.949495 0.569697
0.959596 0.575758
0.969697 0.581818
0.979798 0.587879
0.989899 0.593939
1 0.6
