0.0001 0.00564024
0.00628319 0.354059
0.0125664 0.706158
0.0188496 1.05437
0.0251327 1.39683
0.0314159 1.73177
0.0376991 2.05755
0.0439823 2.37267
0.0502655 2.67579
0.0565487 2.9658
0.0628319 3.24174
0.069115 3.50289
0.0753982 3.74874
0.0816814 3.97899
0.0879646 4.19356
0.0942478 4.39256
0.100531 4.5763
0.106814 4.74526
0.113097 4.90004
0.119381 5.04142
0.125664 5.17026
0.131947 5.28749
0.13823 5.39411
0.144513 5.49116
0.150796 5.57965
0.15708 5.66061
0.163363 5.73501
0.169646 5.80377
0.175929 5.86774
0.182212 5.92768
0.188496 5.98425
0.194779 6.03802
0.201062 6.08945
0.207345 6.1389
0.213628 6.18664
0.219911 6.23284
0.226195 6.27757
0.232478 6.32085
0.238761 6.36263
0.245044 6.40282
0.251327 6.44128
0.257611 6.47786
0.263894 6.51239
0.270177 6.54473
0.27646 6.57473
0.282743 6.60227
0.289027 6.62727
0.29531 6.64969
0.301593 6.66953
0.307876 6.68683
0.314159 6.70167
0.320442 6.71418
0.326726 6.72454
0.333009 6.73293
0.339292 6.73959
0.345575 6.74474
0.351858 6.74866
0.358142 6.75158
0.364425 6.75377
0.370708 6.75545
0.376991 6.75684
0.383274 6.75812
0.389557 6.75945
0.395841 6.76094
0.402124 6.76269
0.408407 6.76473
0.41469 6.76706
0.420973 6.76966
0.427257 6.77246
0.43354 6.77538
0.439823 6.77829
0.446106 6.78106
0.452389 6.78356
0.458673 6.78564
0.464956 6.78715
0.471239 6.78796
0.477522 6.78795
0.483805 6.78703
0.490088 6.78511
0.496372 6.78214
0.502655 6.77811
0.508938 6.77302
0.515221 6.7669
0.521504 6.75981
0.527788 6.75184
0.534071 6.7431
0.540354 6.73371
0.546637 6.7238
0.55292 6.71352
0.559203 6.703
0.565487 6.69239
0.57177 6.68182
0.578053 6.6714
0.584336 6.66122
0.590619 6.65137
0.596903 6.64191
0.603186 6.63286
0.609469 6.62423
0.615752 6.616
0.622035 6.60813
0.628319 6.60057
0.634602 6.59322
0.640885 6.586
0.647168 6.5788
0.653451 6.57152
0.659734 6.56405
0.666018 6.55628
0.672301 6.54811
0.678584 6.53946
0.684867 6.53025
0.69115 6.52044
0.697434 6.50998
0.703717 6.49886
